year,rid,rvote,stt,eth,inc,age,sex,edu,mar,rel,chu,kid,regist,weight
2008,11287,0,PA,White,$75-150k,45-64,Male,Post-Grad,Married,Protestant (not born-again),Frequent attenders,No Kids,registered,1.20512819290161
2008,30289,1,IN,White,$75-150k,30-44,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,1.93333327770233
2008,2410,1,NM,White,$40-75k,65+,Male,Post-Grad,Married,Other religion,Nonattenders,,registered,0.493000000715256
2008,1757,1,FL,White,$75-150k,65+,Male,Post-Grad,Married,Catholic,Nonattenders,,registered,0.550000011920929
2008,768,1,IN,White,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,"Occasional
attenders",,registered,2.32692313194275
2008,1048,1,MS,White,$0-20k,30-44,Male,HS,Single,Born-again Protestant,,No Kids,registered,5.25714302062988
2008,672,1,MI,White,$20-40k,65+,Female,HS,Married,Protestant (not born-again),Rare attenders,,registered,0.712000012397766
2008,477,0,WA,White,$40-75k,45-64,Male,HS,Single,Protestant (not born-again),Rare attenders,,registered,1.93333327770233
2008,85,0,VA,White,$40-75k,45-64,Female,Post-Grad,Single,Protestant (not born-again),,No Kids,registered,3.28571438789368
2008,932,1,FL,White,$150k+,45-64,Male,Some Coll,Married,Protestant (not born-again),Nonattenders,,registered,1.35555553436279
2008,31166,1,NY,White,$150k+,45-64,Female,HS,Married,Catholic,Frequent attenders,,registered,2.64444446563721
2008,30221,1,OH,White,$40-75k,45-64,Female,HS,Married,Protestant (not born-again),Rare attenders,,registered,2.24444437026978
2008,1271,1,MI,White,$40-75k,30-44,Female,HS,Married,Protestant (not born-again),Rare attenders,,registered,5.73469400405884
2008,20533,0,KS,White,$75-150k,18-29,Male,Some Coll,Married,Born-again Protestant,Rare attenders,,registered,3.59183669090271
2008,463,1,OH,White,$150k+,30-44,Female,Coll,Married,Catholic,"Occasional
attenders",Kids,registered,3.12820506095886
2008,1913,0,FL,White,$40-75k,65+,Female,Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,1
2008,426,1,TX,Hispanic,$75-150k,45-64,Male,Post-Grad,Single,Catholic,Frequent attenders,,registered,1.68888890743256
2008,70441,1,VA,White,$75-150k,18-29,Female,Some Coll,Married,No religion,Nonattenders,Kids,registered,5.33333349227905
2008,1189,1,OH,White,$0-20k,45-64,Female,HS,Single,Protestant (not born-again),Rare attenders,,registered,1.20200002193451
2008,859,1,MN,White,$75-150k,65+,Male,Post-Grad,Married,Born-again Protestant,,No Kids,registered,1.22857141494751
2008,31203,1,OK,White,$40-75k,45-64,Male,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.0888888835907
2008,20792,0,NC,White,$75-150k,18-29,Female,Coll,Single,Catholic,"Occasional
attenders",,registered,3.79999995231628
2008,80045,1,CO,White,$75-150k,65+,Male,Post-Grad,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1.22222220897675
2008,91,0,FL,Black,$150k+,45-64,Male,Post-Grad,Married,Catholic,Frequent attenders,,registered,0.67900002002716
2008,20309,1,FL,White,$75-150k,45-64,Male,Some Coll,Married,Catholic,Frequent attenders,Kids,registered,2.21428561210632
2008,1099,0,PA,White,$75-150k,45-64,Male,Coll,Single,Protestant (not born-again),Rare attenders,No Kids,registered,1.47619044780731
2008,480,1,FL,Black,$75-150k,45-64,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,2.66666674613953
2008,1188,0,NV,White,$75-150k,30-44,Female,Coll,Married,No religion,Nonattenders,,registered,1.59615385532379
2008,10943,0,NC,White,$40-75k,65+,Male,Coll,Married,Catholic,Rare attenders,No Kids,registered,1
2008,1515,0,NY,White,$150k+,45-64,Female,Post-Grad,Married,Other religion,"Very frequent
church attenders",,registered,1.39999997615814
2008,541,0,NY,White,$40-75k,65+,Male,Post-Grad,Single,No religion,"Occasional
attenders",,registered,1.16326534748077
2008,1765,0,VA,White,$40-75k,18-29,Male,Coll,Single,No religion,Nonattenders,,registered,4.72222232818604
2008,20642,0,GA,Black,$0-20k,45-64,Female,Post-Grad,Single,Protestant (not born-again),Nonattenders,No Kids,registered,2.76923084259033
2008,2789,0,CT,White,$150k+,30-44,Female,Post-Grad,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.94700002670288
2008,20620,1,CA,White,$75-150k,65+,Female,Post-Grad,Married,Mormon,Frequent attenders,No Kids,registered,1.9487179517746
2008,812,1,IA,White,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,2.59523820877075
2008,20386,0,LA,Black,$20-40k,18-29,Male,Some Coll,Single,No religion,Nonattenders,No Kids,registered,4.1904764175415
2008,1121,0,GA,White,$150k+,45-64,Female,Post-Grad,Married,Protestant (not born-again),Rare attenders,No Kids,registered,1.28205132484436
2008,1668,0,OK,White,$20-40k,65+,Female,Some Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1.06666672229767
2008,30026,0,TX,Black,$150k+,45-64,Female,Post-Grad,Married,Born-again Protestant,"Occasional
attenders",,registered,1.04444444179535
2008,20908,1,TX,White,$75-150k,45-64,Female,Some Coll,Single,Protestant (not born-again),Nonattenders,,registered,1.98076927661896
2008,10827,1,AL,White,$20-40k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,No Kids,registered,2.20512819290161
2008,936,0,OK,White,$75-150k,30-44,Female,Post-Grad,Married,No religion,,No Kids,registered,4.62857151031494
2008,80245,0,OH,White,$20-40k,30-44,Male,HS,Single,Catholic,Nonattenders,,registered,6.11111116409302
2008,1613,0,IA,White,$20-40k,65+,Female,HS,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.712000012397766
2008,10733,0,LA,Black,$40-75k,30-44,Female,Coll,Single,Born-again Protestant,,No Kids,registered,1.85714280605316
2008,1931,1,IN,White,$75-150k,30-44,Male,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.52777779102325
2008,11149,0,NY,Black,$40-75k,45-64,Male,Some Coll,Single,No religion,"Very frequent
church attenders",Kids,registered,3.21428561210632
2008,56,1,IL,White,$75-150k,65+,Female,HS,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.60000002384186
2008,731,0,VA,Black,$0-20k,45-64,Female,Some Coll,Single,Born-again Protestant,,No Kids,registered,1.94285714626312
2008,953,0,MN,White,$75-150k,30-44,Female,Coll,Married,Protestant (not born-again),Rare attenders,,registered,0.778999984264374
2008,80084,1,TN,Black,$75-150k,45-64,Male,Coll,Married,Catholic,Rare attenders,,registered,1
2008,20408,0,CA,Other,$150k+,30-44,Female,Post-Grad,Single,Protestant (not born-again),"Occasional
attenders",No Kids,registered,3.17948722839355
2008,967,0,MI,White,$150k+,45-64,Female,Post-Grad,Single,Protestant (not born-again),Nonattenders,,registered,1.53333330154419
2008,417,1,SD,Other,$40-75k,30-44,Male,Some Coll,Single,Catholic,,Kids,registered,3.62857151031494
2008,11357,1,NY,Other,$0-20k,65+,Female,Some Coll,Single,Other religion,Nonattenders,No Kids,registered,1
2008,30159,0,WI,White,$40-75k,18-29,Female,Post-Grad,Single,Protestant (not born-again),Rare attenders,,registered,2.18367338180542
2008,10597,1,TN,White,$20-40k,45-64,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,2.07142853736877
2008,638,0,MA,White,$40-75k,45-64,Female,HS,Married,Catholic,Frequent attenders,,registered,1.44900000095367
2008,1017,0,IA,White,$20-40k,45-64,Female,Some Coll,Single,Born-again Protestant,,No Kids,registered,1.85714280605316
2008,701,0,CA,Hispanic,$150k+,30-44,Female,Post-Grad,Married,No religion,,No Kids,registered,4.7142858505249
2008,481,0,MN,White,$40-75k,30-44,Female,Some Coll,Married,Catholic,,Kids,registered,2.77142858505249
2008,20456,1,KS,White,$40-75k,30-44,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,4
2008,1073,0,ID,White,$75-150k,30-44,Female,Coll,Married,Catholic,Frequent attenders,Kids,registered,2.69230771064758
2008,1042,0,UT,White,$75-150k,45-64,Male,Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.676999986171722
2008,80219,1,NC,White,$75-150k,30-44,Female,Coll,Single,Catholic,Frequent attenders,,registered,2.95555543899536
2008,10443,0,IA,Other,$75-150k,30-44,Female,Some Coll,Married,Other religion,,Kids,registered,2.54285717010498
2008,748,1,OH,White,$20-40k,45-64,Male,Coll,Single,Protestant (not born-again),Rare attenders,,registered,1.15555560588837
2008,767,0,PA,White,$75-150k,45-64,Male,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.46666669845581
2008,762,0,MD,Black,$40-75k,30-44,Male,Some Coll,Married,Born-again Protestant,,Kids,registered,3.62857151031494
2008,990,1,CO,White,$150k+,65+,Male,Coll,Single,Jewish,"Occasional
attenders",,registered,1
2008,10605,0,NC,White,$0-20k,45-64,Male,HS,Single,Other religion,Nonattenders,No Kids,registered,1.97435891628265
2008,908,1,CA,White,$75-150k,65+,Male,Post-Grad,Single,Born-again Protestant,Frequent attenders,,registered,1.34615385532379
2008,2451,0,CA,White,$150k+,45-64,Male,Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,0.507000029087067
2008,51565,0,OR,Other,$40-75k,18-29,Female,HS,Single,Mormon,Nonattenders,,registered,2.18099999427795
2008,386,0,MI,White,$75-150k,45-64,Male,Post-Grad,Married,Protestant (not born-again),,No Kids,registered,1.82857143878937
2008,30851,0,WI,White,$0-20k,65+,Male,< HS,Single,Protestant (not born-again),Frequent attenders,,registered,4.71111106872559
2008,1777,0,OH,White,$20-40k,65+,Female,HS,Single,Protestant (not born-again),Rare attenders,,registered,1.22222220897675
2008,347,0,MS,Black,$0-20k,18-29,Female,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,3
2008,20175,0,NY,White,$150k+,45-64,Female,Coll,Married,Jewish,Rare attenders,,registered,2.16326522827148
2008,10895,1,MI,White,$75-150k,30-44,Male,Coll,Married,Other religion,Nonattenders,No Kids,registered,2.85714292526245
2008,20823,1,MI,White,$0-20k,30-44,Female,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,2.8222222328186
2008,436,1,IN,White,$20-40k,65+,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,2.07142853736877
2008,1294,1,CA,White,$75-150k,45-64,Female,Some Coll,Married,Born-again Protestant,,Kids,registered,2.42857146263123
2008,20194,0,KS,Other,$75-150k,45-64,Female,Post-Grad,Married,,Rare attenders,No Kids,registered,1.51282048225403
2008,1830,1,LA,White,$40-75k,45-64,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,1
2008,2256,1,MD,White,$150k+,65+,Female,Post-Grad,Single,,Nonattenders,,registered,0.492000013589859
2008,382,0,CA,White,$40-75k,65+,Female,Some Coll,Single,Born-again Protestant,Rare attenders,No Kids,registered,2.21428561210632
2008,880,0,MI,White,$0-20k,65+,Female,HS,Single,Protestant (not born-again),Frequent attenders,No Kids,registered,1.43589746952057
2008,30580,1,NM,Hispanic,$75-150k,45-64,Female,Coll,Married,Protestant (not born-again),Rare attenders,,registered,4.33333349227905
2008,1423,0,OH,White,$75-150k,45-64,Female,Coll,Single,Born-again Protestant,"Occasional
attenders",No Kids,registered,2.35897445678711
2008,1554,0,MD,White,$75-150k,45-64,Female,Post-Grad,Married,Protestant (not born-again),Frequent attenders,,registered,1
2008,1369,0,TX,Black,$20-40k,45-64,Female,Some Coll,Single,Protestant (not born-again),"Very frequent
church attenders",,registered,1.22448980808258
2008,20747,1,WA,White,$75-150k,45-64,Female,Post-Grad,Single,Protestant (not born-again),Rare attenders,,registered,1.24444448947906
2008,970,0,NJ,Black,$150k+,30-44,Female,Post-Grad,Single,Protestant (not born-again),"Occasional
attenders",No Kids,registered,2.82051277160645
2008,30051,1,MO,White,$75-150k,65+,Male,Post-Grad,Single,Protestant (not born-again),Nonattenders,,registered,1.57777774333954
2008,11058,0,TX,White,$20-40k,65+,Female,Coll,Single,No religion,Nonattenders,No Kids,registered,1.40476191043854
2008,10927,0,FL,White,$20-40k,65+,Female,HS,Single,Protestant (not born-again),Nonattenders,No Kids,registered,2.66666674613953
2008,1396,1,IN,White,$75-150k,30-44,Female,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.9487179517746
2008,30045,1,TN,White,$20-40k,65+,Male,Some Coll,Single,Born-again Protestant,Rare attenders,,registered,1.51111114025116
2008,1110,1,OK,White,$75-150k,65+,Female,Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,1.0888888835907
2008,679,0,MI,Black,$0-20k,45-64,Male,Some Coll,Single,Mormon,"Very frequent
church attenders",,registered,0.77999997138977
2008,21014,1,KS,White,$40-75k,30-44,Female,Coll,Married,No religion,"Occasional
attenders",,registered,3.59999990463257
2008,1324,1,OH,White,$75-150k,30-44,Male,HS,Single,Born-again Protestant,Nonattenders,,registered,4.26666688919067
2008,70255,0,MI,White,$0-20k,18-29,Female,Some Coll,Single,Protestant (not born-again),Nonattenders,Kids,registered,7.56410264968872
2008,1203,1,NC,White,$40-75k,30-44,Male,Coll,Married,Catholic,,Kids,registered,3.71428561210632
2008,10,0,FL,Hispanic,$150k+,65+,Male,Post-Grad,Single,Protestant (not born-again),Rare attenders,,registered,0.493000000715256
2008,20170,0,PA,Black,$75-150k,30-44,Male,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,2.11538457870483
2008,11008,1,PA,White,$40-75k,45-64,Male,HS,Single,Catholic,"Occasional
attenders",No Kids,registered,4.79487180709839
2008,51364,1,MD,White,$20-40k,45-64,Female,< HS,Single,Catholic,Frequent attenders,,registered,1.5110000371933
2008,1204,1,NJ,White,$75-150k,45-64,Male,Post-Grad,Single,No religion,Nonattenders,,registered,2.06666660308838
2008,1348,1,VA,White,$75-150k,30-44,Male,Coll,Married,Catholic,"Occasional
attenders",Kids,registered,3.97435903549194
2008,2396,1,MN,White,$150k+,65+,Male,Post-Grad,Married,Catholic,"Very frequent
church attenders",,registered,0.560999989509583
2008,10095,1,IL,White,$75-150k,45-64,Female,Coll,Married,Protestant (not born-again),Frequent attenders,No Kids,registered,1.51282048225403
2008,837,0,NY,Hispanic,$150k+,30-44,Male,HS,Single,No religion,Frequent attenders,,registered,6.75
2008,70629,0,FL,Black,$20-40k,18-29,Male,HS,Single,Born-again Protestant,Rare attenders,No Kids,registered,4.2380952835083
2008,764,1,TX,White,$150k+,30-44,Female,Coll,Married,Protestant (not born-again),,Kids,registered,5.82857131958008
2008,898,0,CO,White,$40-75k,65+,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,2.56666660308838
2008,835,0,FL,White,$20-40k,18-29,Female,HS,Single,Protestant (not born-again),"Occasional
attenders",,registered,5.61111116409302
2008,1115,1,GA,White,$150k+,45-64,Male,HS,Married,Protestant (not born-again),Nonattenders,,registered,3.69444441795349
2008,11310,1,TX,White,$150k+,45-64,Female,Coll,Married,,Nonattenders,No Kids,registered,2.02564096450806
2008,162,0,MD,Black,$75-150k,45-64,Female,Coll,Single,Catholic,Frequent attenders,,registered,1.93333327770233
2008,1228,0,IA,White,$150k+,45-64,Male,Coll,Married,No religion,Frequent attenders,,registered,0.493000000715256
2008,1185,1,TX,White,$150k+,65+,Male,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,1.5
2008,50725,1,WI,White,$20-40k,65+,Female,HS,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.778999984264374
2008,955,1,TX,White,$40-75k,45-64,Female,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,1.16666662693024
2008,10836,1,TX,White,$150k+,45-64,Female,Post-Grad,Married,Protestant (not born-again),,Kids,registered,2.22857141494751
2008,10839,0,MN,White,$75-150k,45-64,Male,Post-Grad,Married,Catholic,,No Kids,registered,1.17142856121063
2008,1055,0,NY,Black,$40-75k,30-44,Female,Coll,Married,Catholic,Frequent attenders,,registered,3.40000009536743
2008,41,0,NY,White,$75-150k,45-64,Female,Some Coll,Married,Catholic,Frequent attenders,No Kids,registered,4.29629611968994
2008,10131,0,VT,White,$40-75k,30-44,Male,HS,Single,Catholic,Frequent attenders,Kids,registered,4.88095235824585
2008,816,0,AL,White,$0-20k,65+,Male,Post-Grad,Single,Catholic,"Very frequent
church attenders",,registered,1.13461542129517
2008,207,1,TX,White,$20-40k,65+,Female,Some Coll,Single,No religion,Nonattenders,,registered,0.493000000715256
2008,10023,1,TN,White,$75-150k,65+,Female,Post-Grad,Married,Protestant (not born-again),Rare attenders,No Kids,registered,1.61538457870483
2008,10155,0,MI,White,$75-150k,45-64,Male,Some Coll,Married,Catholic,"Occasional
attenders",Kids,registered,2.53846144676208
2008,31120,0,CA,Other,$40-75k,45-64,Female,Coll,Single,No religion,Nonattenders,,registered,1.62222218513489
2008,10685,1,FL,White,$20-40k,45-64,Male,HS,Single,Protestant (not born-again),Rare attenders,No Kids,registered,2.20512819290161
2008,728,0,OK,Other,$40-75k,45-64,Female,HS,Single,Catholic,"Occasional
attenders",,registered,1.0349999666214
2008,10740,0,CA,White,$0-20k,65+,Female,HS,Married,Catholic,Frequent attenders,No Kids,registered,1.92857146263123
2008,615,0,MA,Other,$75-150k,30-44,Female,Coll,Married,Protestant (not born-again),Nonattenders,,registered,0.912000000476837
2008,580,1,CT,White,$20-40k,65+,Male,HS,Married,Catholic,,No Kids,registered,3.2571427822113
2008,1054,1,OR,White,$20-40k,45-64,Male,HS,Single,Protestant (not born-again),Nonattenders,,registered,1.03400003910065
2008,30297,0,WV,White,$75-150k,18-29,Male,HS,Married,No religion,Rare attenders,,registered,3.53333330154419
2008,10451,1,MS,White,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,,Kids,registered,3.65714287757874
2008,1801,1,FL,White,$20-40k,65+,Female,Some Coll,Single,Born-again Protestant,Nonattenders,,registered,0.508000016212463
2008,761,0,AR,White,$20-40k,65+,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,,registered,1
2008,665,0,MO,White,$40-75k,18-29,Male,< HS,Single,Born-again Protestant,,No Kids,registered,4.34285736083984
2008,10204,0,MI,White,$40-75k,45-64,Male,Coll,Single,Jewish,Rare attenders,No Kids,registered,1.9487179517746
2008,1431,0,OR,White,$75-150k,45-64,Female,HS,Married,Catholic,,No Kids,registered,5.19999980926514
2008,1678,1,NY,White,$40-75k,45-64,Male,Coll,Single,Jewish,"Occasional
attenders",,registered,3.20000004768372
2008,1356,0,CA,White,$0-20k,45-64,Male,Some Coll,Single,No religion,"Very frequent
church attenders",,registered,0.565999984741211
2008,30054,0,OH,White,$75-150k,45-64,Female,Coll,Single,Protestant (not born-again),Rare attenders,,registered,1.33333337306976
2008,225,0,NJ,White,$75-150k,30-44,Female,Coll,Married,Other religion,Nonattenders,Kids,registered,4.33333349227905
2008,1091,0,MI,White,$75-150k,45-64,Male,Post-Grad,Married,No religion,"Occasional
attenders",Kids,registered,1.62962961196899
2008,175,1,LA,White,$40-75k,65+,Female,Some Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1.14285719394684
2008,366,1,ND,White,$40-75k,65+,Female,Coll,Married,Catholic,Frequent attenders,No Kids,,1.48148143291473
2008,31101,1,CA,White,$40-75k,45-64,Male,HS,Married,Mormon,Frequent attenders,,registered,3.15555548667908
2008,181,0,MD,White,$150k+,18-29,Male,HS,Single,Jewish,,No Kids,registered,4.08571434020996
2008,2029,1,NJ,Other,$40-75k,45-64,Male,HS,Married,No religion,Nonattenders,,registered,3.11111116409302
2008,11272,0,NY,Black,$150k+,65+,Male,Post-Grad,Married,No religion,Nonattenders,No Kids,registered,1.41025638580322
2008,318,0,MI,White,$40-75k,45-64,Female,HS,Married,Protestant (not born-again),,No Kids,registered,3
2008,70431,0,TX,Hispanic,$75-150k,45-64,Male,Post-Grad,Married,Protestant (not born-again),Frequent attenders,No Kids,registered,2.64285707473755
2008,10147,0,MI,White,$75-150k,45-64,Male,HS,Single,,,No Kids,registered,2.4761905670166
2008,10445,0,TN,White,$40-75k,65+,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,2.14285707473755
2008,648,0,VA,Black,$20-40k,45-64,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,No Kids,registered,2.03703713417053
2008,20588,1,AR,White,$150k+,45-64,Male,Some Coll,Married,Born-again Protestant,Nonattenders,No Kids,registered,2.9761905670166
2008,1017,0,IA,White,$20-40k,45-64,Female,Some Coll,Single,Born-again Protestant,,No Kids,registered,1.85714280605316
2008,70581,0,MD,Black,$40-75k,30-44,Male,Coll,Married,Born-again Protestant,"Occasional
attenders",Kids,registered,1.71794867515564
2008,10088,0,PA,Black,$40-75k,45-64,Male,HS,Single,No religion,Nonattenders,No Kids,registered,3.21428561210632
2008,1270,1,AR,White,$75-150k,30-44,Male,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,1.88888883590698
2008,306,1,KS,White,$20-40k,65+,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,No Kids,registered,1.2619047164917
2008,20722,1,NH,White,$75-150k,45-64,Male,Coll,Married,Jewish,"Occasional
attenders",Kids,registered,3.51851844787598
2008,10728,1,NM,White,$75-150k,18-29,Female,Some Coll,Married,Catholic,"Very frequent
church attenders",Kids,registered,3.95238089561462
2008,1540,1,MO,Black,$20-40k,45-64,Male,Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,0.493000000715256
2008,492,0,OK,Black,$40-75k,30-44,Female,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,0.781000018119812
2008,31164,1,NC,White,$0-20k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,,registered,2.40000009536743
2008,137,1,PA,White,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,,Kids,registered,3.97142863273621
2008,20779,1,TX,White,$75-150k,30-44,Male,Coll,Married,Catholic,Rare attenders,,registered,1.55555558204651
2008,1047,0,PA,Black,$150k+,65+,Female,Post-Grad,Married,Born-again Protestant,Frequent attenders,No Kids,registered,1.30952382087708
2008,36,1,FL,White,$0-20k,65+,Female,< HS,Single,Born-again Protestant,Nonattenders,No Kids,registered,6.1538462638855
2008,51037,1,OH,White,$75-150k,45-64,Female,HS,Married,Born-again Protestant,Frequent attenders,,registered,1.92900002002716
2008,1043,0,UT,Hispanic,$75-150k,18-29,Male,Coll,Married,Mormon,Frequent attenders,,registered,1.16199994087219
2008,895,1,TX,White,$75-150k,45-64,Female,Some Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.5
2008,986,0,WI,White,$75-150k,45-64,Male,Some Coll,Married,Catholic,"Very frequent
church attenders",,registered,2.75555562973022
2008,80592,1,AL,White,$40-75k,45-64,Male,Coll,Married,Protestant (not born-again),Rare attenders,,registered,1.42222225666046
2008,1626,1,NY,White,$20-40k,30-44,Male,Coll,Single,No religion,Nonattenders,,registered,1.69230771064758
2008,10085,1,TX,White,$75-150k,45-64,Female,Some Coll,Single,Catholic,Frequent attenders,No Kids,registered,1.69230771064758
2008,1276,0,TX,Other,$20-40k,18-29,Female,Some Coll,Single,No religion,Nonattenders,,registered,6.76666688919067
2008,2683,1,NY,White,$150k+,45-64,Male,Post-Grad,Single,Jewish,Rare attenders,,registered,0.621999979019165
2008,10128,1,TX,White,$0-20k,45-64,Female,Some Coll,Single,Born-again Protestant,Nonattenders,Kids,registered,2.10256409645081
2008,1335,1,NJ,White,$150k+,45-64,Male,Post-Grad,Single,Catholic,Nonattenders,,registered,3.36111116409302
2008,451,1,CA,Other,$75-150k,45-64,Female,Some Coll,Married,Protestant (not born-again),"Occasional
attenders",Kids,registered,3.74074077606201
2008,1590,0,NJ,White,$40-75k,65+,Female,Some Coll,Single,Catholic,"Very frequent
church attenders",,registered,1.26923072338104
2008,51841,1,VA,White,$40-75k,30-44,Female,Coll,Single,Catholic,Frequent attenders,,registered,0.93800002336502
2008,1244,1,IL,White,$40-75k,65+,Female,Some Coll,Single,Catholic,Frequent attenders,,registered,0.493000000715256
2008,290,1,CO,White,$40-75k,45-64,Male,Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.53846156597137
2008,1634,1,IL,White,$40-75k,45-64,Female,Coll,Married,Born-again Protestant,Frequent attenders,,registered,0.885999977588654
2008,2170,1,KS,White,$20-40k,45-64,Female,HS,Married,Protestant (not born-again),Frequent attenders,,registered,1.03400003910065
2008,187,0,WV,White,$40-75k,45-64,Male,HS,Married,Born-again Protestant,Frequent attenders,No Kids,registered,5.70370388031006
2008,10918,0,TX,Hispanic,$40-75k,45-64,Male,Coll,Married,Catholic,,Kids,registered,5.62857151031494
2008,70705,1,OH,White,$20-40k,30-44,Male,Coll,Single,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,2
2008,1537,0,NY,White,$75-150k,65+,Male,Post-Grad,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.497000008821487
2008,1202,1,GA,White,$150k+,45-64,Female,Post-Grad,Married,Born-again Protestant,"Occasional
attenders",,registered,1.38461542129517
2008,30289,1,IN,White,$75-150k,30-44,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,1.93333327770233
2008,1253,1,NC,White,$75-150k,45-64,Male,HS,Single,Protestant (not born-again),,No Kids,registered,3.54285717010498
2008,388,1,WI,White,$20-40k,45-64,Male,Coll,Single,Born-again Protestant,Frequent attenders,,registered,1.39999997615814
2008,30758,1,FL,White,$40-75k,65+,Male,Post-Grad,Single,Born-again Protestant,Frequent attenders,,registered,1.06666672229767
2008,2213,0,AZ,White,$75-150k,45-64,Male,Post-Grad,Married,No religion,Nonattenders,,registered,0.493000000715256
2008,30698,1,KY,White,$0-20k,45-64,Female,HS,Single,Born-again Protestant,"Very frequent
church attenders",,registered,2.37777781486511
2008,10497,1,OH,White,$0-20k,18-29,Female,Some Coll,Married,Protestant (not born-again),,Kids,registered,7.37142848968506
2008,52108,1,NY,White,$40-75k,45-64,Male,Some Coll,Single,No religion,"Very frequent
church attenders",,registered,0.619000017642975
2008,50360,1,CA,White,$150k+,45-64,Male,Coll,Married,No religion,Nonattenders,,registered,0.633000016212463
2008,426,1,UT,White,$40-75k,30-44,Male,Some Coll,Married,Mormon,,Kids,registered,3.37142848968506
2008,80750,0,MI,White,$75-150k,30-44,Female,Coll,Married,Catholic,Frequent attenders,,registered,1.37777781486511
2008,70002,1,OH,White,$75-150k,45-64,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,1.15384614467621
2008,1151,1,MA,White,$75-150k,45-64,Female,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,1.88888883590698
2008,1690,1,MT,White,$20-40k,65+,Female,HS,Married,Protestant (not born-again),Frequent attenders,,registered,2.23076915740967
2008,1217,0,OH,White,$0-20k,65+,Female,Some Coll,Single,Born-again Protestant,,No Kids,registered,2.28571438789368
2008,910,1,CA,White,$75-150k,45-64,Male,HS,Married,Born-again Protestant,Rare attenders,,registered,3.46666669845581
2008,763,1,OR,Other,$75-150k,45-64,Female,HS,Married,Born-again Protestant,Nonattenders,No Kids,registered,2.8461537361145
2008,680,1,MO,White,$75-150k,30-44,Female,Coll,Single,Protestant (not born-again),Frequent attenders,,registered,0.86599999666214
2008,10342,0,WA,White,$75-150k,45-64,Female,Coll,Married,Catholic,"Very frequent
church attenders",Kids,registered,1.66666662693024
2008,128,0,KS,White,$40-75k,45-64,Female,Coll,Married,Catholic,Frequent attenders,,registered,1
2008,729,1,FL,White,$75-150k,18-29,Female,Coll,Single,Protestant (not born-again),"Occasional
attenders",No Kids,registered,4.33333349227905
2008,1981,0,OH,White,$75-150k,30-44,Female,Post-Grad,Married,Catholic,"Occasional
attenders",,registered,0.866999983787537
2008,510,0,VA,Other,$20-40k,18-29,Female,Some Coll,Single,Born-again Protestant,,No Kids,registered,3.7428572177887
